,dialogue_id,dialogue_turn,text,annotation,multi_labels,Elicit-Pref,No-Need,Non-strategic,Other-Need,Promote-coordination,Self-Need,Showing-Empathy,Small-talk,UV-Part,Vouch-Fair,tr_translate
915,89,7,"I think I can help with that, but in exchange, can I have 3 firewood bundles? I hate to take from the forest and risk damaging the natural wildlife habitat.","Promote-coordination,Showing-Empathy,Self-Need","[0, 0, 0, 0, 1, 1, 1, 0, 0, 0]",0,0,0,0,1,1,1,0,0,0,Sanırım bununla yardım edebilirim ama dışarıda 3 avuç paketleri var mı? ormandan almak için nefret ediyorum ve doğal hayvanlar yaşayan yerine zarar vermekten nefret ediyorum.
916,89,8,yes of course!,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,Tabii ki!
917,89,9,great!,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,Harika!
918,89,10,So we have agreed i get 2 foods and 3 waters and you get 1 food and 3 firewood? does that sound good?,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,Yani 2 yemek ve 3 su alacağım ve 1 yemek ve 3 çift alıyorsun? bu iyi mi görünüyorsun?
919,89,11,I thought you just wanted 2 waters?,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,İki su istediğini sanıyordum mı?
920,89,12,i either need 3 foods and 2 waters or 2 foods and 3 waters.,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,"Ya 3 yemek, 2 su, ya da 2 yemek ve 3 suya ihtiyacım var."
921,89,13,"ok, 2 foods and 3 waters",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,İki yemek ve 3 su.
922,90,0,Hi! how are you doing? I hope you are getting things packed for the camping.,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0,Umarım kamp için bir şeyler toplayacaksın.
923,90,1,Hi there! I am doing well. I am getting things ready and so excited! How are you doing?,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0,"İyiyim, şeyler hazır ve heyecanlandırıyorum."
924,90,2,I'm great! and almost done with packing. and exited about the camping too. Waiting to explore and learn during the trip.,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0,Çok iyiyim ve neredeyse bitti ve kamp hakkında da çıktı.
925,90,3,That sounds great! What do you prefer with the additional packages for camping?,"Small-talk,Elicit-Pref","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,0,0,0,0,0,0,1,0,0,"Bu harika görünüyor, kamp yapmak için daha fazla paketlerle ne tercih edersin?"
926,90,4,"Yes I do! I was to ask you that in this conversation, will you be Okay with any agreement?",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,"Evet, bu konuşmada bir anlaşma ile iyi olacak mısınız?"
927,90,5,Let's see what we are both thinking and negotiate from there. What are your first thoughts on the additional camping packages?,Elicit-Pref,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,"Ne düşündüğüğümüzi ve ne devam ettiğimizi görelim, daha fazla kamp paketleri üzerinde ilk düşünüğünüz nedir?"
928,90,6,"I need all the food packing and some basic needs for the camping, may I know about your first though on which you need additional package?","Self-Need,Elicit-Pref","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,0,0,0,0,1,0,0,0,0,Bütün yemek paketleri ve kamp için temel ihtiyacım var. İlk paketlerine ihtiyacınız olsa ilk biliyorum.
929,90,7,"I will need food packaging as well, so unfortunately I cannot agree on you taking it all. I will need 2 of the food packages, 1 of the firewood, and 2 of the water as I want to ensure to feed/hydrate my family of 5.. Does this work for you?","Self-Need,Other-Need","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",0,0,0,1,0,1,0,0,0,0,"Ben de yemek paketlerime ihtiyacım var, o yüzden bunun her şeyi aldığına kabul edemem. yemek paketlerin ikisine, 1'den ve 5'nin ailemi yemek/hidrat etmek istediğim gibi sunın ikisine ihtiyacım var. Bu sizin için işler var mı?"
930,90,8,"I can't agree to this, as I have to feed my family with 7, so I would be needing 3 food packages and 2 water and 2 firewood. will this be agreed by you?","Self-Need,Other-Need","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",0,0,0,1,0,1,0,0,0,0,"Buna kabul edemem, ailemi 7'le yemek zorundayım, o yüzden 3 yemek paketlerim, 2 su ve 2 avuç ihtiyacım var mı?"
931,90,9,"No, that will not work. That does not leave me with hardly anything to feed my family of 5 😮. I will not agree to you taking 3 food packages. I can agree to me taking 2 packages of food, 2 of firewood, and 1 of water.","Vouch-Fair,Self-Need,Other-Need","[0, 0, 0, 1, 0, 1, 0, 0, 0, 1]",0,0,0,1,0,1,0,0,0,1,"Hayır, bu işe yaramaz, ailemi 5 × yemek için hiçbir şey bırakmaz. 3 yemek paketini almaya katılmayacağım. 2 yemek paketini, 2 yağmalık ve 1 suyunu alacağıma kabul edebilirim."
932,90,10,In that case I can consider this 2 food packages and 2 water for me and the rest for you. will you agree to this?,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,Bu konuda bu iki yemek paketleri ve benim için 2 su ve senin için diğerliğini düşünebilirim. Buna kabul eder misin?
933,90,11,"Hey, I think I can agree to that! I will take 1 food package, 1 water, and 3 firewood. I can agree to that! 🙂 I hope you have a wonderful time camping!",Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0,"Buna kabul edebilirim, bir yemek paketini, 1 su ve 3 ağaçını alacağım, buna kabul edebilirim!"
934,91,0,Hello! I am a mother of two and I have two kids who need extra food and water,Other-Need,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0,0,0,1,0,0,0,0,0,0,İki anneyim ve iki çocuğum yemek ve suya ihtiyacım var.
935,91,1,"Okay, I need food and water too unfortunately. We can discuss this.🙂",Promote-coordination,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,0,0,0,1,0,0,0,0,0,"Tamam, ben de yemek ve suya ihtiyacım var."
936,91,2,"Alright... my baby is on formula and needs water for her bottles. My son snacks all day and really needs food. Otherwise, he will starve and won't thrive",Other-Need,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0,0,0,1,0,0,0,0,0,0,"Bebeğim formülde ve şişelerinin suya ihtiyacı var, bütün gün oğlum yemek ve gerçekten yemek ihtiyacı var."
937,91,3,"Okay, maybe wwe can split the food and water somehow. I don't know how.🙂",Vouch-Fair,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,0,0,1,"Belki de yemek ve suyı bir şekilde ayırabiliriz, nasıl bilmiyorum."
938,91,4,"Can i have 2 firewood, 2 food and 1 water",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,"İki yağ, 2 yemek ve 1 su var bilebilir miyim?"
939,91,5,That can work. That seems like a good solution to the problem.🙂,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,Sorun için iyi bir çözüm gibi görünüyor.
940,91,6,Ok I hope you are okay with that. Please confirm!,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,"Umarım bununla iyisin, lütfen tanıtın!"
941,91,7,"Okay, I will confirm that. Thanks! 🙂",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,"Tamam, bunu tanıyacağım."
942,91,8,That is great! it was so easy to work with you,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0,Bu harika! Seninle çalışmak çok kolaydı.
943,91,9,"You too, this was real easy to do! 🙂",Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0,"Sen de, bu gerçekten yapmak kolaydı!"
944,92,0,Hello!,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,Merhaba!
945,92,1,Hello,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,Merhaba.
946,92,2,"On my upcoming trip, I would like some extra food and water for my family.","Self-Need,Other-Need","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",0,0,0,1,0,1,0,0,0,0,Gelecek seyahatımda ailem için bir daha yemek ve su isterim.
947,92,3,Ok. I would like to have some extra firewood.,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,"Tamam, daha fazla oğlu olmak istiyorum."
948,92,4,Do you have a preference between food and water?,Elicit-Pref,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,Yemek ve su arasında bir tercih var mı?
949,92,5,I would like water more than food. ,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,Yemekten daha fazla su isterim.
950,92,6,How many wood do you think you need?,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,Ne kadar ağacın gerektiğini düşünüyorsun?
951,92,7,I would like 2 of the firewood. What do you think? ,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,Ne düşünüyorsun?
952,92,8,I don't need wood as I am usually warm so I think we can work out a deal. I like to have more water and I usually get thirsty.,"Promote-coordination,No-Need,Self-Need","[0, 1, 0, 0, 1, 1, 0, 0, 0, 0]",0,1,0,0,1,1,0,0,0,0,"Genelde sıcak olduğum gibi ağaç ihtiyacım yok ki anlaşmayız, daha fazla su yapmak isterim ve genellikle suçluyorum."
953,92,9,That sounds good to me. 🙂 I think we can make a good deal.,Promote-coordination,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,0,0,0,1,0,0,0,0,0,Benim için iyi geliyor.
954,92,10,I can give you 3 wood packages if I can get 3 water and 2 food. So you will receive 3 wood and 1 food. What do you think?,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,"Üç su ve 2 yemek alabilirsem 3 ağaç paketini verebilirim, o yüzden 3 ağaç ve 1 yemek alacaksınız. ne düşünüyorsun?"
955,92,11,"I would like 2 wood, 1 water and 1 food. You would get 1 wood, 2 water and 2 food.",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,"İki ağaç, 1 su ve 1 yemek istiyorum."
956,92,12,I don't need any wood. Do you have any alternatives?,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,Ağacın ihtiyacım yok.
957,92,13,I think my original offer is fair. I want you to have your most desired item (wood) and I get mine (water).,Vouch-Fair,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,0,0,1,Bence ilk teklifüm adildir.
958,92,14,Ok. 🙂 ,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,Tamam.
959,93,0,I am so excited to go camping!  I am planning a nice long walk in the woods to decompress from the hectic days of working.,"Small-talk,Self-Need","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",0,0,0,0,0,1,0,1,0,0,Çok heyecanlıyım!
960,93,1,"I am too.  I've been thinking of this since COVID.  I hear we have some materials to share between the two of us.  What are you thinking?  For me, I am from the South so I get cold easily 🙂 so firewood is my main priority.","Small-talk,Self-Need","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",0,0,0,0,0,1,0,1,0,0,"Bunu COVID'den beri düşünüyorum, ikimizin arasında paylaşmak için bazı materiallarımız var, ne düşünüyorsun?"
961,93,2,"Perfect!  I'm a northerner, so the firewood is all yours!  I'll need lot's of water to keep hydrated after the hike, and I'll probably be pretty hungry too.","No-Need,Self-Need","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",0,1,0,0,0,1,0,0,0,0,"Muhtemelen, kuzey bir olduğum, bu yüzden bütün oğlu senindir, çıktıktan sonra hidratlı tutmak için birçok su ihtiyacım var ve muhtemelen ben de aç olacağım."
962,93,3,My spouse calls me a water buffalo so I'm pretty water dependent if you couldn't tell.  ,Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0,"Eşyacım bana su bufalo diyor, bu yüzden anlamadığın için güzel su bağlıyım."
963,93,4,That's good.  Best way to stay healthy is with water.  How about you take 1 water and all the firewood?,Showing-Empathy,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0,0,0,0,0,0,1,0,0,0,Sağlık kalmak için en iyi yolu suyla.
964,93,5,"I need at least one ration of food.  Would it be ok with me:  3 firewood and 1 each of food and water.  If you are ok with that, I am too.",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,"En azından bir yemeğine ihtiyacım vardı benimle birlikte olabilir miyim: 3 alık ve 1 yemek ve su, eğer iyi olursanız, ben de iyiyim."
965,93,6,"Sure, that sounds like a nice deal.",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,Tabii ki bu güzel bir anlaşma gibi görünüyor.
966,93,7,That's awesome.  Sounds like we need to set the deal up.,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,Anlaşmamız gereken gibi görünüyor.
967,93,8,"Agree, I think after I send this message it will unlock, for me to have 2 water, 2 food and 0 firewood.  Thanks for working together",Promote-coordination,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,0,0,0,1,0,0,0,0,0,"Kabul et, bu mesaj gönderdiğimden sonra, 2 su, 2 yiyecek ve 0 sıkıştıklarım için kaçıracak."
968,93,9,"Yes, I agree.  To confirm, you will get 2 waters, 2 food, and no firewood.  I will get 1 water, 1 food, and 3 firewood.  Thank you!",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,"Tanıtmak için iki su, 2 yemek, ve uğraşma, 1 su, 1 yemek ve 3 yağtı alacağım. teşekkür ederim."
969,94,0,How are you enjoying the camping trip so far?,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0,Şimdiye kamp yolculuktan nasıl seviniyorsun?
970,94,1,"Hi. It’s great, but very cold here. How about you? ","Small-talk,Self-Need","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",0,0,0,0,0,1,0,1,0,0,Harika ama burada çok soğuk.
971,94,2,Yes the cold is hard to adjust to I can't seem to shake the chill.,"Small-talk,Self-Need","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",0,0,0,0,0,1,0,1,0,0,"Evet, soğuk sıcaklık sıkışmayacağım gibi ayarlamak zordur."
972,94,3,I could really use some extra firewood!,Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0,Gerçekten daha fazla oğlu kullanabilirim!
973,94,4,So could I. How about we split the firewood?,"Self-Need,Promote-coordination","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",0,0,0,0,1,1,0,0,0,0,Oğlunu bölüyoruz mı?
974,94,5,How about I take 2 firewood but you can have 2 waters? Water is pretty important and I have a little extra.,No-Need,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0,0,0,Su çok önemli ve biraz daha fazla var.
975,94,6,That sounds fair.,Vouch-Fair,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,0,0,1,Bu adil görünüyor.
976,94,7,How are you on food? ,Elicit-Pref,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,Yemek nasılsın?
977,94,8,I need extra food. I have recently  been ill and my doctor has prescribed extra calories so I can regain my strength.,Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0,Yakında hastayım ve doktorum daha fazla kalorileri yazılmış.
978,94,9,I’m sorry to hear that! If there are 3 packages of food please take 2 of them. I could stand to eat less!,"Showing-Empathy,No-Need","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",0,1,0,0,0,0,1,0,0,0,"Bunu duymak için özür dilerim! Eğer 3 yemek paketi varsa, lütfen ikisini al."
979,94,10,Thank you. That deal is perfect!🙂,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,"Teşekkürler, bu anlaşma mükemmel!"
980,94,11,Sounds good to me. Let me see how to execute this trade!,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,"Bana güzel geliyor, bu işi nasıl icra etmeyi göreyim!"
981,95,0,"Hi, I will need alot of water as I need it to stay alive.",Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0,"Merhaba, hayatlı kalmak istediğim gibi suya ihtiyacım var."
982,95,1,"I agree, with camping i feel there are many uncertainties. Finding clean water would be too difficult, best to take as much water as possible. ","Showing-Empathy,Self-Need","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",0,0,0,0,0,1,1,0,0,0,Temiz su bulmak mümkün kadar fazla su almak için en iyi olur.
983,95,2,I will also need some Firewood too to start a fire,Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0,Ateş atmak için de Firewood'a ihtiyacım var.
984,95,3,"I feel for firewood we dont need as much, as we are going to be camping, with that means, in my opinion, with branches and brush available, maybe we can take 2 fire woods, what do you think?",No-Need,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0,0,0,"Çok ihtiyacımız olmadığımız için hissediyorum, kamp yapacağımız gibi, bununla, benim fikrimde, bölgeler ve bıçaklarla, belki 2 ateş ormanı alabiliriz, ne düşünüyorsun?"
985,95,4,"Since I got some food already, can I get 3 water, 2 firewood and 0 food then?",No-Need,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0,0,0,"Biraz yemek aldığımdan beri 3 su, 2 ateş ve 0 yemek alabilir miyim?"
986,95,5,"can we do at least one food? if thats okay with you? I would like to have extra food in case something happens, i will be able to have the extra supplies. ",Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0,"En azından bir yemek yapabiliriz, eğer bu seninle iyi olursa, bir şey olursa daha fazla yemek yapmak isterim."
987,95,6,"ok, so list out the amount you need",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,İhtiyacınızı listeleyin.
988,95,7,"water 3, firewood 2, and food 1, do you agree?",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,"su, 3, ateş 2, ve 1 yemek, katılıyor musun?"
989,95,8,"so you need 3 water, 2 firewood and 1 food?",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,Bu yüzden 3 suya ihtiyacınız var mı?
990,95,9,"Yes, I need 3 waters and 2 firewood and 1 food. I really believe the extra supplies will bring comfort in case something were to happen. what are your thoughts?",Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0,"Evet, 3 su, 2 yağma ve 1 yemeğine ihtiyacım var."
991,95,10,"sorry, but I need alot of water too, you cannot get all 3",Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0,"Üzgünüm, ama ben de suya ihtiyacım var, 3'i almazsın."
992,95,11,"would you compromise with 2 waters, 2 firewood, and 0 food? ",Promote-coordination,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,0,0,0,1,0,0,0,0,0,"İki suyla, 2 boyunca ve 0 yemekle istemiyor musun?"
993,95,12,"most i can do is you get 2 water, 1 firewood and 0 food",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,"En çoğu yapabileceğim, 2 su, 1 çiçek ve 0 yemeği alırsın."
994,95,13,"Yes, thats fine, 2 waters, 1 firewood and 0 food, do we have a deal?",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,"Evet, o kadar iyi, iki su, 1 boyu ve 0 yemek, anlaşmamız var mı?"
995,95,14,"yes, you get 2 waters, 1 firewood and 0 food",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,"Evet, 2 su alıyorsun, 1 boyu ve 0 yemek."
996,95,15,"Thank you so much, submitting deal. thank you ",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,"Çok teşekkür ederim, anlaşma teslim ederim."
997,96,0,Hello. I'm looking forward to striking a deal with you that makes both of us happy!,"Promote-coordination,Vouch-Fair","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",0,0,0,0,1,0,0,0,0,1,"Merhaba, ikimize mutlu oluyor bir anlaşmayı bekliyorum!"
998,96,1,Sure I am waiting too!,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,Tabii ki ben de bekliyorum!
999,96,2,"So tell me, which is most important to you? What can't you live without?",Elicit-Pref,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,"Bana söyle, senin için en önemli nedir?"
1000,96,3,The most important is water because I have kidney problem so i need some more water.Without water I can't live.,Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0,"En önemli su, çünkü karma sorunumu var bu yüzden daha fazla suya ihtiyacım var. Su olmadan yaşayamam."
1001,96,4,"I understand that completely. Would you be willing to take 2 waters, and I take 1 water? I still do need some water for my family. I can't have anyone getting heat stroke. But you can have more.","Showing-Empathy,Promote-coordination,Self-Need,Other-Need","[0, 0, 0, 1, 1, 1, 1, 0, 0, 0]",0,0,0,1,1,1,1,0,0,0,"Bunu tamamen anlıyorum, iki su almaya hazır mısınız ve bir su alacağım? hala ailem için biraz suya ihtiyacım var."
1002,96,5,Okay.But I need whole water to survive.,Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0,Tamam ama hayatta kalmak için bütün suya ihtiyacım var.
1003,96,6,"Of course. So, what about food? I will definitely need the food. I have a big family, and we all need to eat. I can't have people starving. Can I take all of the food?","Elicit-Pref,Self-Need,Other-Need","[1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",1,0,0,1,0,1,0,0,0,0,"Tabii ki, yemek yemek için ne olacak, kesinlikle yemek ihtiyacım var, büyük bir ailem var ve hepimiz yemeliyiz."
1004,96,7,Okay I accept that.,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,Tamam bunu kabul ederim.
1005,96,8,"Wonderful. And what about the firewood? I would like 2 firewood, and I can give you 1 firewood. Will you accept that?",Elicit-Pref,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,"İki ateş isterim ve sana 1 ateş verebilirim, bunu kabul eder misin?"
1006,96,9,Okay I accept your deal.,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,"Tamam, anlaşmanı kabul ederim."
1007,97,0,Hello there! How are you today?,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0,Bugün nasılsınız?
1008,97,1,I am fine . How about you?,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0,"Ben iyiyim, sen ne olacaksın?"
1009,97,2,I am doing well so far. 🙂 What items are of preference for you today?,"Small-talk,Elicit-Pref","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,0,0,0,0,0,0,1,0,0,Bugün senin için neler tercih ederim?
1010,97,3,I need a lot of food today. I was advised to eat at least 4 times a day so i may need all the food packages.,Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0,Bugün birçok yemek lazım.
1011,97,4,Well that is not going to work well for my family of 8 now is it? Haha. I think we can come to some sort of agreement though.🙂,"Self-Need,Other-Need,Promote-coordination","[0, 0, 0, 1, 1, 1, 0, 0, 0, 0]",0,0,0,1,1,1,0,0,0,0,"Şimdi 8 ailemi iyi çalışmayacak mı? Haha, ancak bir çeşit anlaşmaya geliriz."
1012,97,5,What do you propose?,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,Ne teklif ediyorsun?
1013,97,6,"I really need food too, but I am willing to deal and let my kids go hungry I guess ☹️ I propose I get one food, 3 firewood and 1 water.  ","Self-Need,Other-Need,No-Need","[0, 1, 0, 1, 0, 1, 0, 0, 0, 0]",0,1,0,1,0,1,0,0,0,0,"Benim de yemek ihtiyacım var ama anlaşmaya hazırlıklıyım ve çocuklarıma açlık bırakmayı sanırım, bir yemek, 3 yağma ve 1 su teklif ediyorum."
1014,97,7,Will you please give me one firewood? I may run out of what i have. Just one.,Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0,Lütfen bana bir ağaç verir misin?
1015,97,8,I think I will need all the firewood since you are taking 2 foods. I will need to hunt and cook food from the land meaning I need my fire going all the time.,"Self-Need,Vouch-Fair","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",0,0,0,0,0,1,0,0,0,1,Bence iki yemek aldığın için bütün oğluna ihtiyacım var.
1016,97,9,I need one more to light a fire to scare away animals. Please😮,Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0,Hayvanlardan korkuyormak için bir ateş açıklamak için daha ihtiyacım var.
1017,97,10,"Then How about I get two foods, 1 firewood and 1 water?",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,"O zaman iki yemeğim, 1 boyu ve 1 su alacağım?"
1018,97,11,Like i said food is my top priority so i will not do well with less than 2.,Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0,Yemek en önce ilk dediğim gibi 2'den az yaparım.
1019,97,12,Then you get two food and no firewood here.😮,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,Sonra burada iki yemek alırsın ve burada oğlu yok.
