,dialogue_id,dialogue_turn,text,annotation,multi_labels,Elicit-Pref,No-Need,Non-strategic,Other-Need,Promote-coordination,Self-Need,Showing-Empathy,Small-talk,UV-Part,Vouch-Fair
288,36,1,Doing good. How are you today?,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
289,36,2,"I'm good as well, trying to plan my camping trip for the weekend. Do you enjoy camping?",Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
290,36,3,I do but it's hotter than I expected. Probably gonna drink a lot of water.,"Small-talk,Self-Need","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",0,0,0,0,0,1,0,1,0,0
291,36,4,It pretty cool where I live so I don't need many water. But I do need a lot of food and firewood. Have a huge family and we do a lot of grilling. ,"No-Need,Self-Need,Other-Need","[0, 1, 0, 1, 0, 1, 0, 0, 0, 0]",0,1,0,1,0,1,0,0,0,0
292,36,5,I would give you all the wood if I could have all of the water.,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
293,36,6,"I do need more food than firewood, If I could get 3 food and 2 firewood. You can get 3 water and 1 firewood.",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
294,36,7,I do need some food. I would like to get at least 1 food. You can still get 3 firewood.,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
295,36,8,"I could use water as well, so I could get 1 water, 2 food and 2 firewood",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
296,36,9,I am good at making fire and have a starter so I can give up all the wood.,No-Need,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0,0,0
297,36,10,"I still need 1 water, don't have a water purify kit. ☹️",Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0
298,37,0,Hello partner  How are you today?,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
299,37,1,"Oh, I'm a bit ill, fever, chills.",Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
300,37,2,SO do I😮!!!  That is not good.,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
301,37,3,No it's not.  Since my fever is very high and my chills are very bad I'd appreciate you letting me have 2 firewoods and in exchange you could have all the extra food.,"Small-talk,Self-Need,Promote-coordination","[0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",0,0,0,0,1,1,0,1,0,0
302,37,4,That is an interesting proposition.  What about the water?,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
303,37,5,I think if you let me have 2 waters I might survive this scourge!,Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0
304,37,6,I think that your reasons are very compelling.  I would also like to survive.,Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0
305,37,7,"Oh, I want you too as well😮",Showing-Empathy,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0,0,0,0,0,0,1,0,0,0
306,37,8,Thank you partner!,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
307,37,9,You are welcome.  We both want to have as good an experience and outcome as possible!,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
308,38,0,"Hello, how are you doing?",Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
309,38,1,I’m doing fine. How about you?,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
310,38,2,I'm doing well. I was hoping I could have the extra firewood because my group decided to camp for a few extra days and want to make sure we have enough,"Small-talk,Self-Need,Other-Need","[0, 0, 0, 1, 0, 1, 0, 1, 0, 0]",0,0,0,1,0,1,0,1,0,0
311,38,3,How many of you are on the camping grounds?,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
312,38,4,It's just my family. There are 6 of us total,"Small-talk,Self-Need,Other-Need","[0, 0, 0, 1, 0, 1, 0, 1, 0, 0]",0,0,0,1,0,1,0,1,0,0
313,38,5,Wow. I’m alone here. I could use an extra food and water. ,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
314,38,6,How many would you like? I just want to make sure we have enough good and water because there are so many of us,"Self-Need,Other-Need","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",0,0,0,1,0,1,0,0,0,0
315,38,7,I understand. I would like one food and one water. How much wood do you want for that?,Showing-Empathy,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0,0,0,0,0,0,1,0,0,0
316,38,8,I think we could get by with two pieces of wood and I would be glad to give you the other one,Promote-coordination,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,0,0,0,1,0,0,0,0,0
317,38,9,So you will give me one piece of each?,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
318,38,10,Yes that sounds good with me if that is good with you,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
319,38,11,So I’ll give you one wood and you give me one food and one water. ,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
320,39,0,Hi there! How are you today?,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
321,39,1,Good!  How are you?,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
322,39,2,I'm doing well! Almost ready for my camping trip. Need some more supplies though.,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
323,39,3,Which supplies do you need?,Elicit-Pref,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0
324,39,4,"Well, I really need water in case we get really thirsty from hiking. I also need firewood in case it gets colder and we need more. It would be cool to have more food added for dessert like s'mores, but it's not really necessary.","Self-Need,Other-Need,No-Need","[0, 1, 0, 1, 0, 1, 0, 0, 0, 0]",0,1,0,1,0,1,0,0,0,0
325,39,5,"How about you take all the water and one of the firewoods, and I can have all the food and 2 of the firewoods",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
326,39,6,Let me think about it. What supplies do you need?,Elicit-Pref,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0
327,39,7,"I won't be doing a lot of hiking, but will probably have a few campfires with food",Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0
328,39,8,Okay. Deal.,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
329,39,9,Ok!,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
330,40,0,I'd like to have 2 extra packages of water and firewood.,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
331,40,1,I see. And I would like 2 extra packages of Food and 2 packages of  Water as well.,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
332,40,2,I have a great risk of dehydration.  I really need those 2 extra packages of water. You can have all the extra food.,Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0
333,40,3,Why do you have a risk of dehyrdation? Because I believe all people do but I do understand some people are at a greater risk then others. Tell me why you are at risk?,UV-Part,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0,0,0,0,0,0,0,0,1,0
334,40,4,"I have a medical condition that requires medication, and this medication requires me to drink an extra amount of water or else I will dehydrate. ",Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0
335,40,5,That is a problem. Does the medication require the use of fire or firewood as well?,"Showing-Empathy,UV-Part","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",0,0,0,0,0,0,1,0,1,0
336,40,6,"No, of course not. You can have the extra of those if you'd like. It is really the water that is the most important to me. ","Self-Need,No-Need","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",0,1,0,0,0,1,0,0,0,0
337,40,7,"Hmmm... I don't really need the firewood,just the food which you are offering and the water. ",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
338,40,8,"Okay, can I have the 2 waters and 2 firewood then? I will give you all of the food, and 1 of the water. Do you need any firewood at all?",Elicit-Pref,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0
339,40,9,"Since carrying the extra would could make your dehydration worse, I'll take any firewood you don't want. But I'll give you the 2 waters and firewood then for the 3 food and 1 firewood. Deal?",Showing-Empathy,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0,0,0,0,0,0,1,0,0,0
340,40,10,"Yes,thank you for agreeing to the water. I'll give you all the food (3) and 1 firewood and 1 water ",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
341,40,11,I couldn't live well with myself if I would let you die. You can have the two waters and 2 firewoods. Please be careful with your meds.,"Showing-Empathy,Small-talk","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",0,0,0,0,0,0,1,1,0,0
342,41,0,"Hello, I need supplies for the trip!🙂",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
343,41,1,"Yep, me too🙂",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
344,41,2,"I need 3 water, 2 firewood, and one food. It would be good if I got that!  🙂🙂🙂☹️☹️",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
345,41,3,"Oh, that's not possible.  Sorry☹️",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
346,41,4,"Sry for the extra emoticons, laptop's glitching apparently. Well, what can you give me or we come to a deal on? 🙂",Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
347,41,5,"Well, let me think on that.  Why do you need so much water for a starter?",Elicit-Pref,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0
348,41,6,I get dehydrated easily. I need to water so that doesn't happen. 🙂,Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0
349,41,7,Hmm.  And why do you need so much food?,Elicit-Pref,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0
350,41,8,"I need an extra supply of food, as I exercise a lot! 🙂",Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0
351,41,9,Hmmm.  And the firewood?,Elicit-Pref,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0
352,41,10,I get cold easily. I need the firewood to get warm. I might catch a cold.🙂,Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0
353,41,11,I think water should be your priority.  You have food and firewood also in your basics.  I will let you have the 3 water but I will need the 3 Firewood and the 3 Food.  I have a medical condition.,"UV-Part,Self-Need","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",0,0,0,0,0,1,0,0,1,0
354,41,12,Okay that works well. I accept! 🙂,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
355,41,13,Good.  It's a deal.,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
356,41,14,It was good working with you! 🙂,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
357,42,0,Hey!🙂 How are you? What were your plans for the weekend?,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
358,42,1,Hi. I'm doing great. How are you? I'm planning on going camping.🙂,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
359,42,2,I'm great! Me too! did you have any specific plans? I wanted to make an extra fire to cook with and cook a nice meal. ,"Small-talk,Elicit-Pref,Self-Need","[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]",1,0,0,0,0,1,0,1,0,0
360,42,3,Yes. I'm actually taking a large group of people. Some friends and family are going and I kind of also wanted a bit of extra firewood. 🙂,"Self-Need,Other-Need","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",0,0,0,1,0,1,0,0,0,0
361,42,4,Oh I get that! I wanted to make a nice meal for my friends so I was hoping to be able to get extra food. 🙂,"Showing-Empathy,Other-Need","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",0,0,0,1,0,0,1,0,0,0
362,42,5,Oh well that's no problem. I'm packing a lot for our group. I'd be willing to give you all the food if you give me all the firewood?,"No-Need,Promote-coordination","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]",0,1,0,0,1,0,0,0,0,0
363,42,6,I would be willing to do that if I could have two of the waters? I didn't bring as much as I thought I would need because I forgot I would have my dog. ,"Promote-coordination,Other-Need","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",0,0,0,1,1,0,0,0,0,0
364,42,7,"I can do that. So we're doing three firewood, one water and zero food for me and zero firewood, two water and three food for you?",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
365,42,8,That sounds great! I hope you have a great camping trip!🙂,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
366,42,9,Thanks. I hope you do too!🙂,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
367,43,0,What are your preferences?  I always love having a big fire at night when I am camping and I do think water is more important than food.,"Elicit-Pref,Self-Need","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,0,0,0,0,1,0,0,0,0
368,43,1,"I like to have a lot of food to keep my energy up, but I might need some firewood to cook that food. I can't wait for my camping trip.🙂","Self-Need,Small-talk","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",0,0,0,0,0,1,0,1,0,0
369,43,2,"I love camping also!  Yes, I can see how you would need firewood if you want to cook your food.  So, food is more important to you than water?","Small-talk,Showing-Empathy,Elicit-Pref","[1, 0, 0, 0, 0, 0, 1, 1, 0, 0]",1,0,0,0,0,0,1,1,0,0
370,43,3,"Yes, I will need a little water to wash that food down with though. Are you going to be needing a lot of water?","Self-Need,Elicit-Pref","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,0,0,0,0,1,0,0,0,0
371,43,4,"Yes, I may need more water.  I am on a diet and I don't really cook either!  Hopefully we can work something out here.","Self-Need,Promote-coordination","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",0,0,0,0,1,1,0,0,0,0
372,43,5,"That sounds great. I probably need to go on a diet, but I like my food to much. LOL","Self-Need,Small-talk,Showing-Empathy","[0, 0, 0, 0, 0, 1, 1, 1, 0, 0]",0,0,0,0,0,1,1,1,0,0
373,43,6,"Well, I am pre-diabetic, so I had to do it for my health. I love food, too...especially sugar!  🙂🙂","Self-Need,Small-talk","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",0,0,0,0,0,1,0,1,0,0
374,43,7,"Oh, that does change things a lot. Diabetes is a hard disease to have to deal with. So you want more firewood than water? And less food than water?","Showing-Empathy,Elicit-Pref","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,0,0,0,0,0,1,0,0,0
375,43,8,"Well, I don't know.  I think I would like more water than firewood, but yes less food than water.  I'm a pretty easy going person though! 🙂",Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
376,43,9,"Ok, let me know what you think and we will go from there. I do prefer more food and firewood than water though.",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
377,43,10,"Okay, it sounds like we are pretty agreeable here.  I will wait for you to make an offer if you would like to.",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
378,44,0,Kindly understand our need as we are struggling with hunger now.,"Self-Need,Other-Need","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",0,0,0,1,0,1,0,0,0,0
379,44,1,At the same from my side. We need foods because my child is hunger,"Other-Need,Self-Need","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",0,0,0,1,0,1,0,0,0,0
380,44,2,"We with our kids undergone fasting in the recent days, so we are hungry to the peak","Self-Need,Other-Need","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",0,0,0,1,0,1,0,0,0,0
381,44,3,What did you expect from me? Because same position is here also,"Self-Need,Other-Need","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",0,0,0,1,0,1,0,0,0,0
382,44,4,I would like to share water with you as we already have it in some quantity,No-Need,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0,0,0
383,44,5,I am ready to give 1 amount of food for you. But I want some quantity of water and firewood for me.,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
384,44,6,I would take 3 packages of food and just 1 package of water. Is it okay for you?,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
385,44,7,"No, I don't take this. Because food is important for my child and me.","Self-Need,Other-Need","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",0,0,0,1,0,1,0,0,0,0
386,44,8,Try to understand our situation. We had food a week back. We were drinking only water for the whole week. We are dying of hunger. Kindly understand our situation.,"Self-Need,Other-Need","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",0,0,0,1,0,1,0,0,0,0
387,44,9,"Even me too facing the same, but i am ready to share one food with you. You can offer me more water to safe myself without dying. Both will be happy","Self-Need,Other-Need,Promote-coordination","[0, 0, 0, 1, 1, 1, 0, 0, 0, 0]",0,0,0,1,1,1,0,0,0,0
388,44,10,Okay I shall give you 1 package of food and 2 packages of water. Is that okay for you now?,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
389,44,11,Okay. ,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
390,45,0,Hello! How are you today?,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
391,45,1,Good how are you,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
392,45,2,I am doing quite good. I enjoy camping. I however did not bring enough food.,"Small-talk,Self-Need","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",0,0,0,0,0,1,0,1,0,0
393,45,3,Ok I'm sure we can work it out because I know I need extra water and firewood. Do you have any ideas on how to divvy up the extra supplies?,Promote-coordination,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,0,0,0,1,0,0,0,0,0
394,45,4,"I would need some firewood as well, as I need it to cook the food. I was thinking maybe you can have all the water and I have all the food.",Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0
395,45,5,"All the food is too much, I would need at least one package of the food for my group. I was thinking you could have 2 of the food packages and I have 1, then I get all the water and the majority of the firewood. That leaves you with 2 of the high priority food packages and a package of firewood to cook the food.","Self-Need,Other-Need,Showing-Empathy","[0, 0, 0, 1, 0, 1, 1, 0, 0, 0]",0,0,0,1,0,1,1,0,0,0
396,45,6,That seems quite unfair. I really would like my camping trip to be enjoyable.,"Vouch-Fair,Self-Need","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",0,0,0,0,0,1,0,0,0,1
397,45,7,I understand. What part of the deal is unfair to you? You get the majority of the highest priority item (food) and I get the majority of the lower priority items (water and firewood).,"Showing-Empathy,Vouch-Fair","[0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",0,0,0,0,0,0,1,0,0,1
398,45,8,I will have my two packages of food and only one package of firewood. I do not think I can make one package of firewood last for both of my food. ,Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0
399,45,9,"So is your counter that you get 2 packages of food, 0 of water, and 2 of firewood?",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
400,45,10,"Yes, I would be happy with two food and two firewood. That would leave you with one food and one firewood as well as all of the water.",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
401,45,11,Ok that sounds fair I agree to that 🙂,Vouch-Fair,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,0,0,1
402,46,0,hello,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
403,46,1,Hi friend. How is your day?,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
404,46,2,"yes good, what you want?","Small-talk,Elicit-Pref","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,0,0,0,0,0,0,1,0,0
405,46,3,I want a lot of water my friend. I will be hiking and what I hav is not enough,Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0
406,46,4,"ok, but i want 2 pack of food, 2 pack of water and 1 pack of firewood",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
407,46,5,I also want 2 water. Then I can take 1 from the other items.,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
408,46,6,ok fine ,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
409,46,7,I think we have a deal,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
410,46,8,ok i am accepted deal,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
411,46,9,Thanks,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
412,46,10,ok thank you,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
413,47,0,"Hi, how are you, ready for the big camping trip?!",Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
414,47,1,Yep.  I am excited.  I could really use the decompression and time away from society. ,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
415,47,2,"I agree, can't wait to unplug. As far as supplies go, I think its going to be hot and sunny where I'm going, wouldn't mind a bunch of extra water.","Small-talk,Self-Need","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",0,0,0,0,0,1,0,1,0,0
416,47,3,Water is extremely important to me too.  I can give you 2 waters if you give me all 3 firewoods. ,"Self-Need,Promote-coordination","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",0,0,0,0,1,1,0,0,0,0
417,47,4,"Hmm, ok, thats pretty fair. I do have a larger group going as well, so would it be okay if I got 2 extra food then?","Vouch-Fair,Other-Need,Self-Need","[0, 0, 0, 1, 0, 1, 0, 0, 0, 1]",0,0,0,1,0,1,0,0,0,1
418,47,5,I think that will work. ,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
419,47,6,"Ok, great!🙂 Just to recap, I'll get 2 water, 0 firewood, 2 food, you get the rest.",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0
420,47,7,That's right.  Thanks for making this part of planning for the trip easy,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
421,47,8,"same to you, enjoy the trip",Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
422,47,9,"Thanks, you as well. ",Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0
423,48,0,Hello. 🙂 What item did you need a little extra of?,Elicit-Pref,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0
424,48,1,"Thank you for asking, I would really like some extra fire wood as I usually get cold and scared at night so I can keep a fire going.",Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0
425,48,2,I'd be willing to give you all my firewood if you could give me all the water.,Promote-coordination,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,0,0,0,1,0,0,0,0,0
426,48,3,"I do need at least one extra water bottle in case the fire goes out of control, but I am willing to forgo any food as I can forage for food.","Self-Need,No-Need","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",0,1,0,0,0,1,0,0,0,0
427,48,4,Alright. Thanks. I only ask for so much of the water because I am overweight and I know while camping I'll work up a huge sweat.,Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0
428,48,5,"Great, that sounds good to me, are you okay with keeping all the food or would 3 be too much?","UV-Part,Showing-Empathy","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",0,0,0,0,0,0,1,0,1,0
429,48,6,I'd be ok with keeping all the food. I do eat a bit too much and if for some reason I get lost it would be helpful to have!,Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0
430,48,7,"I agree with that, so you would get the two water and three food and I would get one water and three firewood?",Showing-Empathy,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0,0,0,0,0,0,1,0,0,0
431,48,8,Yeah. If that's alright with you? It rained here recently but I bought a top of the line tent and sleeping bag so if I do run out of firewood I'll still be ok.,No-Need,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0,0,0
